source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,0.0,5.0,100,60,False,True,636,60,2,21,21,20,1.0,L1,0.01,1.4,0.72,0.69,5.89244319035e-05,-0.000705688854489,15.0,0.68
GQ,True,0.0,20.0,100,58,False,True,1688,58,2,47,47,20,0.1,L2,0.1,4.4,0.8,0.68,-0.0029668853397699997,-0.000912329165455,5.0,0.65
GQ,True,0.0,100.0,1000,6,False,True,2751,6,2,1,1,20,0.1,L2,0.1,5.61,0.72,0.69,1.1595533328e-06,-0.000505798394291,11.0,0.68
GQ,True,0.0,10.0,1000,77,False,True,1218,77,2,22,22,20,1.0,L2,0.01,2.91,0.7,0.69,0.00018107538441599998,-7.61242185925e-05,19.0,0.69
GQ,True,1.0,50.0,100,31,False,True,2334,31,2,15,15,20,0.01,L2,0.001,4.93,0.68,0.68,-0.0008440571787510001,0.000671789473684,12.0,0.68
GQ,True,0.0,5.0,100,29,False,True,636,29,2,11,11,20,1.0,L2,0.001,1.31,0.7,0.69,-0.00020779693863999998,3.56037151704e-05,-inf,inf
GQ,True,1.0,50.0,0,90,False,True,2334,90,2,54,54,20,0.1,L1,0.0001,6.79,0.68,0.68,-0.00019627000051099995,0.000299947368421,12.0,0.68
GQ,True,0.0,5.0,100,37,False,True,636,37,2,9,9,20,0.0001,L1,0.1,1.31,0.49,1.01,-0.0037082205081599997,0.0016124226006199998,6.0,0.75
GQ,True,1.0,100.0,0,18,False,True,2649,18,2,10,10,20,1.0,L1,0.01,4.96,0.7,0.69,-9.08686981201e-05,-0.00012138621200900004,19.0,0.69
GQ,True,0.0,20.0,0,37,False,True,1688,37,2,21,21,20,0.001,L1,0.1,3.86,0.53,0.77,-0.0102993317452,0.0156868275662,6.0,0.68
GQ,True,0.0,20.0,0,42,False,True,1688,42,2,25,25,20,0.001,L1,0.01,3.59,0.43,0.79,-0.0131087874471,0.0158092468741,4.0,0.67
GQ,True,1.0,10.0,0,22,False,True,1116,22,2,7,7,20,1.0,L2,0.0001,2.34,0.7,0.69,-0.000266896130531,0.000159546355428,-inf,inf
GQ,True,2.0,20.0,0,47,True,True,632,47,2,14,14,70,0.01,L2,0.1,7.9,0.19,1.52,-0.00147690064317,0.008606960175370002,1.0,0.7
GQ,True,0.0,5.0,0,91,True,True,284,91,2,42,42,70,1.0,L2,0.0001,4.2,0.67,0.68,-0.00011052907460100002,0.00017679801785299999,6.0,0.66
GQ,True,0.0,5.0,0,5,True,True,284,5,2,5,5,70,1.0,L2,0.0001,3.57,0.72,0.67,-0.00028859636110900003,0.00032304924821,1.0,0.62
GQ,True,0.0,5.0,0,5,False,True,636,5,2,5,5,70,1.0,L2,0.0001,6.17,0.72,0.7,-0.000445401890487,-0.000182925344051,69.0,0.7
GQ,True,0.0,5.0,100,4,False,True,636,4,2,1,1,20,0.0001,L2,0.0001,0.74,0.75,0.69,0.000326955423126,7.46904024768e-05,-inf,inf
GQ,True,2.0,10.0,0,16,False,True,986,16,2,10,10,20,0.1,L1,0.01,1.38,0.69,0.69,5.58881186391e-05,-0.000170366674981,19.0,0.69
GQ,True,1.0,10.0,100,30,False,True,1116,30,2,13,13,20,0.01,L2,0.0001,1.74,0.7,0.7,-0.00268392701099,-0.0012849592600699998,19.0,0.7
GQ,True,2.0,10.0,0,62,False,True,986,62,2,1,1,20,0.01,L2,0.1,1.16,0.64,0.64,0.00260358295127,0.00127924669494,12.0,0.62
GQ,True,2.0,100.0,0,77,False,True,2519,77,2,12,12,20,0.001,L1,0.001,2.78,0.53,0.63,-0.00673039001832,-0.00464507797271,19.0,0.63
GQ,True,2.0,100.0,100,7,False,True,2519,7,2,5,5,20,0.01,L1,0.1,3.13,0.66,0.64,0.0033661613242800003,0.0017614035087699996,8.0,0.6
GQ,True,1.0,20.0,100,82,False,True,1586,82,2,70,70,20,1.0,L2,0.1,2.9,0.72,0.68,-1.63236805866e-05,-0.000233746130031,14.0,0.67
GQ,True,0.0,10.0,100,7,False,True,1218,7,2,2,2,20,0.01,L1,0.0001,1.58,0.69,0.67,0.00163616405088,-0.00023825368017700002,19.0,0.67
GQ,True,0.0,100.0,0,82,False,True,2751,82,2,7,7,20,0.0001,L2,0.001,2.97,0.56,0.62,-0.00982039991053,-0.00595138269402,19.0,0.62
GQ,True,0.0,50.0,0,91,False,True,2436,91,2,47,47,20,1.0,L2,0.1,3.68,0.72,0.68,-2.34742616839e-05,-0.000228876789675,8.0,0.67
GQ,True,1.0,20.0,1000,79,False,True,1586,79,2,24,24,20,0.1,L1,0.01,2.24,0.69,0.69,3.59407007916e-05,2.95665634674e-05,-inf,inf
GQ,True,0.0,50.0,0,49,False,True,2436,49,2,32,32,20,0.01,L1,0.01,3.55,0.69,0.68,0.000263447009737,0.000605212744505,2.0,0.63
GQ,True,0.0,100.0,100,9,False,True,2751,9,2,4,4,20,0.01,L2,0.001,3.93,0.59,0.65,-0.00612915365051,-0.00147644959857,19.0,0.65
GQ,True,2.0,100.0,100,28,False,True,2519,28,2,14,14,20,0.1,L1,0.01,3.57,0.69,0.69,9.33931761938e-05,0.00013567251462,-inf,inf
GQ,True,2.0,5.0,0,61,False,True,403,61,2,49,49,20,1.0,L2,0.001,0.56,0.69,0.68,0.000206308709796,0.000325468844525,10.0,0.67
GQ,True,1.0,5.0,0,36,False,True,534,36,2,35,35,20,0.01,L1,0.0001,0.87,0.67,0.67,-0.0064191740616699995,-0.00171999076639,19.0,0.67
GQ,True,0.0,5.0,0,60,False,True,636,60,2,23,23,20,0.0001,L2,0.0001,1.04,0.74,0.76,-0.00634004738324,-0.00182372291022,19.0,0.76
GQ,True,0.0,20.0,0,72,False,True,1688,72,2,1,1,20,1.0,L1,0.01,1.51,0.7,0.68,3.17002992111e-05,-0.000878961907531,19.0,0.68
GQ,True,2.0,50.0,0,44,False,True,2204,44,2,24,24,20,0.01,L1,0.01,1.84,0.5,0.5,-0.00619396116287,-0.0032785459411199995,19.0,0.5
GQ,True,0.0,20.0,1000,48,False,True,1688,48,2,23,23,20,0.001,L1,0.0001,1.53,0.74,0.76,-0.0070673301100599994,-0.0030844722303,19.0,0.76
GQ,True,2.0,20.0,100,1,False,True,1456,1,2,1,1,20,0.001,L2,0.001,1.36,0.53,0.62,-0.0035043040913000003,-0.004782894736840001,19.0,0.62
GQ,True,2.0,10.0,100,61,False,True,986,61,2,49,49,20,0.001,L2,0.0001,1.08,0.59,0.66,-0.00481849767216,-0.0010734597156399999,19.0,0.66
GQ,True,0.0,10.0,100,12,False,True,1218,12,2,11,11,20,1.0,L1,0.01,1.01,0.69,0.66,-0.000239182862817,-0.00156654567453,19.0,0.66
GQ,True,1.0,20.0,1000,64,False,True,1586,64,2,48,48,20,0.0001,L2,0.0001,1.67,0.66,0.7,-0.000674929199653,-3.45975232198e-05,1.0,0.68
GQ,True,1.0,50.0,100,92,False,True,2334,92,2,87,87,20,0.0001,L2,0.01,2.2,0.31,0.29,-0.00035396629916300014,-0.00940752631579,19.0,0.29
GQ,True,1.0,50.0,1000,35,False,True,2334,35,2,11,11,20,0.0001,L2,0.001,1.9,0.78,0.76,-0.0006348955243559999,-0.00022289473684200002,19.0,0.76
GQ,True,1.0,20.0,1000,81,False,True,1586,81,2,8,8,20,0.001,L1,0.1,1.64,0.28,0.34,-0.0122826074799,-0.0129990712074,19.0,0.34
GQ,True,1.0,100.0,0,86,False,True,2649,86,2,79,79,20,0.01,L1,0.001,2.71,0.5,0.67,-0.00285097644895,-0.0067224332839099996,19.0,0.67
GQ,True,2.0,20.0,0,19,False,True,1456,19,2,1,1,20,0.0001,L1,0.01,1.34,0.43,0.52,-0.018909071482,-0.00870428475034,19.0,0.52
GQ,True,2.0,50.0,100,86,False,True,2204,86,2,15,15,20,0.001,L2,0.1,2.14,0.25,0.34,-0.021170045180700002,-0.0101869982159,19.0,0.34
GQ,True,1.0,50.0,0,23,False,True,2334,23,2,19,19,20,1.0,L2,0.0001,2.04,0.77,0.75,-0.00199025487256,-0.00064647368421,19.0,0.75
GQ,True,0.0,20.0,0,71,False,True,1688,71,2,51,51,20,0.01,L2,0.001,2.06,0.41,0.54,-0.010842983966399999,-0.0108766356499,19.0,0.54
GQ,True,0.0,50.0,1000,89,False,True,2436,89,2,47,47,20,1.0,L2,0.0001,2.57,0.72,0.93,-0.0127145391053,-0.0070708308126599985,19.0,0.93
GQ,True,2.0,50.0,100,89,False,True,2204,89,2,50,50,20,0.01,L1,0.01,2.11,0.31,0.31,-0.005123369084479999,-0.00876845450491,19.0,0.31
GQ,True,2.0,5.0,0,20,False,True,403,20,2,3,3,20,0.001,L1,0.001,0.45,0.52,0.7,-0.00340314913844,-0.00177888687235,19.0,0.7
GQ,True,0.0,10.0,0,49,False,True,1218,49,2,16,16,20,0.001,L2,0.0001,1.04,0.83,0.77,-0.00033330968931800004,-0.000518148820327,19.0,0.77
GQ,True,0.0,20.0,0,11,False,True,1688,11,2,2,2,20,0.001,L2,0.001,1.51,0.8,0.71,-0.00224420858474,-0.00222266647281,19.0,0.71
GQ,True,0.0,100.0,1000,26,False,True,2751,26,2,16,16,20,0.1,L1,0.001,2.64,0.64,0.66,0.0032501328413600005,-0.000553568242641,19.0,0.66
GQ,True,2.0,5.0,100,36,False,True,403,36,2,1,1,20,1.0,L2,0.01,0.32,0.67,0.65,-0.00185383244207,-0.0021228070175400003,19.0,0.65
GQ,True,0.0,10.0,1000,29,False,True,1218,29,2,5,5,20,0.1,L1,0.001,1.15,0.67,0.68,0.000605263157895,-0.000453518854608,19.0,0.68
GQ,True,1.0,20.0,0,50,False,True,1586,50,2,49,49,20,0.01,L1,0.01,1.45,0.39,0.42,-0.00173528109783,-0.00701315789474,19.0,0.42
GQ,True,2.0,5.0,0,32,False,True,403,32,2,2,2,20,0.001,L1,0.01,0.38,0.4,0.4,-0.0029172125182,-0.007561101028430001,19.0,0.4
GQ,True,1.0,5.0,0,36,False,True,534,36,2,1,1,20,0.1,L2,0.001,0.47,0.69,0.69,-2.39880059971e-05,-0.000221375807941,19.0,0.69
GQ,True,1.0,10.0,1000,92,False,True,1116,92,2,33,33,20,1.0,L1,0.001,1.5,0.69,0.69,0.000127931345448,-0.000442964104823,19.0,0.69
GQ,True,0.0,5.0,100,18,False,True,636,18,2,5,5,20,0.001,L1,0.01,0.68,0.5,0.46,-0.00377827775673,-0.008987616099069999,19.0,0.46
GQ,True,1.0,100.0,100,62,False,True,2649,62,2,37,37,20,0.0001,L1,0.0001,3.01,0.57,0.78,-0.00640194292026,0.00204498702743,-inf,inf
GQ,True,0.0,5.0,0,62,False,True,636,62,2,3,3,20,0.0001,L1,0.0001,0.59,0.86,0.76,-0.0029414838035500004,-0.000147252321981,19.0,0.76
GQ,True,1.0,10.0,100,67,False,True,1116,67,2,40,40,20,0.0001,L2,0.1,1.5,0.65,0.59,0.0024725261917,-0.0161714380092,19.0,0.59
GQ,True,0.0,5.0,1000,25,False,True,636,25,2,24,24,20,0.001,L1,0.001,0.59,0.46,0.66,-0.00715925497262,-0.005797794117649999,19.0,0.66
GQ,True,0.0,10.0,0,94,False,True,1218,94,2,42,42,20,0.01,L2,0.1,1.11,0.72,0.4,-0.00498093011811,-0.0105668481549,19.0,0.4
GQ,True,0.0,100.0,100,15,False,True,2751,15,2,11,11,20,0.1,L2,0.001,2.52,0.52,0.64,-0.008439428736319999,-0.005353925066899999,19.0,0.64
GQ,True,1.0,20.0,100,50,False,True,1586,50,2,48,48,20,1.0,L2,0.1,1.55,0.72,0.67,-9.53978134505e-05,-0.000519814241486,9.0,0.66
GQ,True,2.0,20.0,1000,68,False,True,1456,68,2,22,22,20,0.001,L1,0.1,1.28,0.36,0.17,-0.000769205704923,-0.0078001855600500014,19.0,0.17
GQ,True,1.0,100.0,1000,38,False,True,2649,38,2,14,14,20,0.1,L2,0.0001,2.35,0.63,0.79,-0.0018915531535099999,-0.00018106004447700002,19.0,0.79
GQ,True,0.0,100.0,1000,89,False,True,2751,89,2,50,50,20,0.0001,L1,0.1,2.74,0.42,0.31,-0.0067349925463900005,-0.00916512042819,19.0,0.31
GQ,True,2.0,50.0,1000,62,False,True,2204,62,2,10,10,20,0.001,L1,0.0001,1.77,0.74,0.81,-0.00221678321678,-0.000505240856378,19.0,0.81
GQ,True,2.0,20.0,100,51,False,True,1456,51,2,11,11,20,1.0,L2,0.0001,1.31,0.77,0.76,-0.000405113182423,-0.0014938427800299998,19.0,0.76
GQ,True,2.0,20.0,0,23,False,True,1456,23,2,7,7,20,0.001,L1,0.0001,1.29,0.61,0.7,-0.0019118889240799998,-0.000309379217274,19.0,0.7
GQ,True,2.0,5.0,0,17,False,True,403,17,2,4,4,20,0.001,L2,0.001,0.4,0.56,0.62,-0.0171754169408,-0.00538838475499,19.0,0.62
GQ,True,0.0,50.0,1000,3,False,True,2436,3,2,2,2,20,1.0,L1,0.1,2.21,0.72,0.69,0.000275287333748,-4.083484573480001e-06,7.0,0.68
GQ,True,0.0,10.0,1000,34,False,True,1218,34,2,23,23,20,0.1,L2,0.001,1.2,0.51,0.68,-0.0061702514757,-0.00397449082476,19.0,0.68
GQ,True,2.0,5.0,1000,77,False,True,403,77,2,56,56,20,0.001,L2,0.001,0.39,0.48,0.58,-0.00045965445225,-0.0025193587416799997,19.0,0.58
GQ,True,1.0,5.0,0,17,False,True,534,17,2,2,2,20,1.0,L2,0.0001,0.48,0.74,0.6,-0.000833333333333,0.00040466297322199987,-inf,inf
GQ,True,0.0,5.0,1000,28,False,True,636,28,2,8,8,20,0.01,L2,0.001,0.57,0.66,0.66,-0.00384861066752,-0.00137229102167,19.0,0.66
GQ,True,0.0,5.0,1000,26,False,True,636,26,2,16,16,20,0.0001,L1,0.001,0.56,0.89,0.78,-0.00389558232932,-0.00107604489164,19.0,0.78
GQ,True,1.0,100.0,100,11,False,True,2649,11,2,4,4,20,0.1,L1,0.001,2.31,0.58,0.72,-0.0028340288924599997,-0.00417670496664,19.0,0.72
GQ,True,2.0,100.0,1000,38,False,True,2519,38,2,3,3,20,1.0,L2,0.1,2.45,0.72,0.67,1.60975754216e-05,-0.000280701754386,19.0,0.67
GQ,True,2.0,20.0,100,85,False,True,1456,85,2,45,45,20,1.0,L2,0.001,1.45,0.68,0.67,5.56803594343e-06,-6.45242914982e-05,19.0,0.67
GQ,True,0.0,100.0,1000,65,False,True,2751,65,2,45,45,20,0.001,L1,0.1,2.95,0.36,0.42,-0.00827011498791,-0.014067350579799996,19.0,0.42
GQ,True,0.0,5.0,100,72,False,True,636,72,2,37,37,20,0.01,L2,0.0001,0.67,0.76,0.72,-0.0007967750903529999,0.00011029411764700002,13.0,0.72
GQ,True,1.0,10.0,1000,46,False,True,1116,46,2,37,37,20,0.1,L1,0.0001,1.05,0.7,0.69,-0.00347701747088,-0.00051321294869,19.0,0.69
GQ,True,2.0,5.0,100,1,False,True,403,1,2,1,1,20,0.01,L2,0.1,0.35,0.7,0.38,-0.00851438492063,-0.00878221415608,19.0,0.38
GQ,True,2.0,50.0,0,28,False,True,2204,28,2,4,4,20,1.0,L2,0.1,1.85,0.72,0.65,-8.34768661544e-05,-0.00177876895629,19.0,0.65
GQ,True,0.0,50.0,0,70,False,True,2436,70,2,30,30,20,0.01,L1,0.001,2.61,0.4,0.58,-0.009089190250520001,-0.009480842911879998,19.0,0.58
GQ,True,1.0,50.0,0,49,False,True,2334,49,2,14,14,20,1.0,L2,0.01,2.24,0.69,0.68,0.000223444377868,0.00015584210526299998,13.0,0.68
GQ,True,1.0,50.0,100,82,False,True,2334,82,2,30,30,20,1.0,L1,0.001,2.17,0.69,0.69,6.97443201068e-05,-0.00046226315789499995,19.0,0.69
GQ,True,2.0,50.0,0,12,False,True,2204,12,2,6,6,20,0.1,L2,0.01,1.82,0.75,0.67,-0.0005755833127219999,-0.00402402988403,19.0,0.67
GQ,True,0.0,10.0,100,65,False,True,1218,65,2,40,40,20,0.001,L1,0.1,1.27,0.37,0.42,-0.010998754325,-0.00712492437992,19.0,0.42
GQ,True,0.0,5.0,100,30,False,True,636,30,2,13,13,20,0.01,L2,0.1,0.63,0.31,0.36,-0.0060110831267,-0.00543691950464,19.0,0.36
GQ,True,0.0,10.0,100,42,False,True,1218,42,2,27,27,20,0.001,L1,0.001,1.07,0.66,0.7,-0.003573140470860001,-0.00031619278080299997,19.0,0.7
GQ,True,1.0,100.0,1000,61,False,True,2649,61,2,57,57,20,0.001,L1,0.001,2.73,0.57,0.71,-0.00286329097371,-0.00660378057821,19.0,0.71
GQ,True,0.0,5.0,100,86,False,True,636,86,2,14,14,20,0.001,L2,0.01,0.72,0.37,0.56,-0.02129312954,-0.012277476780199999,19.0,0.56
GQ,True,0.0,100.0,100,56,False,True,2751,56,2,24,24,20,0.1,L1,0.0001,2.86,0.71,0.72,-0.00124823394784,0.00173224799286,2.0,0.69
GQ,True,0.0,50.0,100,83,False,True,2436,83,2,64,64,20,1.0,L2,0.001,2.32,0.59,0.69,0.0028911645054,-0.00216465013107,19.0,0.69
GQ,True,2.0,50.0,1000,19,False,True,2204,19,2,12,12,20,0.01,L2,0.01,1.96,0.34,0.39,-0.013166834591899998,-0.011080396967,19.0,0.39
GQ,True,0.0,50.0,100,75,False,True,2436,75,2,42,42,20,0.001,L2,0.001,2.19,0.46,0.55,-0.0035654010144100007,-0.00464604759024,19.0,0.55
GQ,True,2.0,20.0,100,79,False,True,1456,79,2,62,62,20,1.0,L1,0.01,1.56,0.69,0.68,-1.28345371802e-05,-0.0004473684210530001,19.0,0.68
GQ,True,0.0,5.0,1000,47,False,True,636,47,2,24,24,20,0.0001,L1,0.001,0.64,0.47,0.66,-0.00482294833299,-0.005543730650149999,19.0,0.66
GQ,True,1.0,50.0,100,46,False,True,2334,46,2,21,21,20,0.01,L2,0.1,2.01,0.52,0.44,-0.0008997230368200002,-0.0143224210526,19.0,0.44
GQ,True,2.0,100.0,1000,73,False,True,2519,73,2,53,53,20,0.0001,L2,0.1,2.42,0.37,0.35,-0.0328430629728,-0.012684990253399999,19.0,0.35
GQ,True,1.0,10.0,0,39,False,True,1116,39,2,22,22,20,0.001,L1,0.001,1.26,0.39,0.61,-0.00832440183878,-0.005996586654920001,19.0,0.61
GQ,True,2.0,100.0,0,14,False,True,2519,14,2,11,11,20,0.0001,L2,0.01,2.25,0.39,0.46,-0.0151558134072,-0.0117418128655,19.0,0.46
GQ,True,0.0,5.0,100,42,False,True,636,42,2,15,15,20,0.001,L1,0.0001,0.63,0.82,0.86,-0.00388435311179,-0.00081443498452,19.0,0.86
GQ,True,2.0,10.0,1000,33,False,True,986,33,2,20,20,20,0.0001,L2,0.1,0.86,0.31,0.28,-0.00136624264287,-0.006328261411819999,19.0,0.28
GQ,True,2.0,50.0,0,73,False,True,2204,73,2,68,68,20,0.1,L2,0.001,2.23,0.41,0.58,-0.00904873361072,-0.00682437555754,19.0,0.58
GQ,True,0.0,100.0,1000,52,False,True,2751,52,2,50,50,20,1.0,L2,0.1,2.65,0.72,0.67,-3.42933621205e-05,-0.000703300624442,19.0,0.67
GQ,True,0.0,10.0,0,38,False,True,1218,38,2,30,30,20,0.001,L1,0.0001,1.15,0.85,0.77,-0.004297550287560001,-0.00202621496269,19.0,0.77
GQ,True,1.0,10.0,0,46,False,True,1116,46,2,6,6,20,1.0,L2,0.001,0.98,0.59,0.65,0.000123413325214,-0.00038890112310099997,19.0,0.65
GQ,True,2.0,10.0,100,69,False,True,986,69,2,34,34,20,0.1,L2,0.1,1.14,0.63,0.58,0.00323706758499,0.00479945123472,7.0,0.53
GQ,True,1.0,100.0,0,63,False,True,2649,63,2,61,61,20,0.1,L1,0.001,2.55,0.55,0.68,-0.0035671260934099997,-0.005113185693109999,19.0,0.68
GQ,True,1.0,50.0,1000,74,False,True,2334,74,2,30,30,20,0.0001,L2,0.01,2.42,0.17,0.28,-0.0116135593722,-0.00990831578947,19.0,0.28
GQ,True,2.0,100.0,100,74,False,True,2519,74,2,44,44,20,0.1,L1,0.01,2.27,0.7,0.66,-7.38502432419e-05,-0.0007241228070180001,19.0,0.66
GQ,True,1.0,100.0,1000,83,False,True,2649,83,2,30,30,20,1.0,L2,0.001,2.31,0.6,0.71,-0.00017619469163999998,-0.00233534099333,19.0,0.71
GQ,True,0.0,100.0,1000,37,False,True,2751,37,2,2,2,20,0.0001,L1,0.01,2.47,0.46,0.52,-0.0195464313992,-0.014716280106999999,19.0,0.52
GQ,True,0.0,5.0,1000,76,False,True,636,76,2,44,44,20,0.001,L2,0.0001,0.66,0.92,0.68,-0.008609951577889999,1.5479876159799999e-06,18.0,0.68
GQ,True,0.0,10.0,0,83,False,True,1218,83,2,38,38,20,0.01,L2,0.01,1.22,0.23,0.27,-0.00630272960131,-0.009574813470459999,19.0,0.27
GQ,True,2.0,5.0,100,80,False,True,403,80,2,13,13,20,0.01,L1,0.001,0.34,0.77,0.8,0.010972850678700002,-0.00224198427102,19.0,0.8
GQ,True,2.0,100.0,1000,48,False,True,2519,48,2,3,3,20,0.0001,L2,0.001,2.01,0.74,0.71,-0.00432604735883,-0.000512573099415,19.0,0.71
GQ,True,1.0,50.0,0,86,False,True,2334,86,2,13,13,20,0.0001,L1,0.0001,2.12,0.72,0.77,-0.00238383170609,0.000422842105263,6.0,0.77
GQ,True,2.0,5.0,100,25,False,True,403,25,2,11,11,20,0.0001,L1,0.01,0.35,0.52,0.51,0.00739819004525,-0.0029044162129499996,19.0,0.51
GQ,True,0.0,10.0,100,37,False,True,1218,37,2,23,23,20,0.001,L1,0.001,1.13,0.64,0.67,-0.000462602531379,-0.0017592256503299996,19.0,0.67
GQ,True,2.0,20.0,1000,5,False,True,1456,5,2,1,1,20,0.01,L2,0.01,1.22,0.62,0.61,-0.016018075026,-0.0122745445344,19.0,0.61
GQ,True,0.0,20.0,1000,78,False,True,1688,78,2,41,41,20,1.0,L2,0.001,1.54,0.67,0.68,-0.0005409803097059999,-0.0008421052631580001,19.0,0.68
GQ,True,1.0,5.0,1000,31,False,True,534,31,2,5,5,20,0.0001,L2,0.0001,0.49,0.73,0.95,0.0066303991252,-0.0007109879963060001,19.0,0.95
GQ,True,0.0,50.0,1000,39,False,True,2436,39,2,17,17,20,1.0,L1,0.001,2.26,0.7,0.69,-0.00030983050847500004,-0.000130923573301,19.0,0.69
GQ,True,2.0,50.0,1000,45,False,True,2204,45,2,19,19,20,0.0001,L1,0.1,1.82,0.55,0.27,-0.005632675438600001,-0.0039218331846599995,19.0,0.27
GQ,True,0.0,20.0,1000,56,False,True,1688,56,2,18,18,20,0.1,L1,0.01,1.4,0.64,0.58,0.00222268673356,0.000219467868566,17.0,0.58
GQ,True,0.0,5.0,0,5,False,True,636,5,2,5,5,70,1.0,L2,0.0001,3.25,0.68,0.66,-0.0008113473086569999,-7.25855559615e-05,69.0,0.66
GQ,True,2.0,20.0,1000,68,False,True,1456,68,2,22,22,70,0.001,L2,0.1,6.21,0.08,0.09,-0.000620908873669,-0.0008410840367360003,69.0,0.09
GQ,True,0.0,50.0,1000,32,False,True,2436,32,2,8,8,20,1.0,L1,0.1,2.53,0.72,0.67,-0.0008943400334,0.0005458257713250001,1.0,0.65
GQ,True,0.0,50.0,1000,64,False,True,2436,64,2,3,3,20,1.0,L1,0.01,2.96,0.7,0.69,-0.000260802750593,-1.54264972777e-05,19.0,0.69
GQ,True,0.0,20.0,1000,50,False,True,1688,50,2,8,8,20,0.001,L1,0.0001,2.03,0.63,0.78,-0.005648126349449999,-0.00219133469032,19.0,0.78
GQ,True,0.0,100.0,0,30,False,True,2751,30,2,18,18,20,0.0001,L2,0.01,3.37,0.47,0.62,-0.006065471073170001,-0.0048406779661,19.0,0.62
GQ,True,2.0,5.0,0,82,False,True,403,82,2,20,20,20,0.001,L1,0.01,0.6,0.25,0.53,-0.013508204393200001,-0.00360223835451,19.0,0.53
GQ,True,1.0,5.0,100,30,False,True,534,30,2,7,7,20,0.001,L1,0.001,1.02,0.53,0.61,-0.00915964197509,-0.0052594644506,19.0,0.61
GQ,True,1.0,100.0,1000,42,False,True,2649,42,2,13,13,20,0.001,L1,0.001,3.55,0.57,0.71,-0.003964659775780001,-0.0025024091919899996,19.0,0.71
